t_0,t_1,Date,Site,Plot_type,Plot_abbrev,Plant,Branch,Treatment,i_t1,m_t1,T_t1,b_t1,i_t0,m_t0,T_t0,b_t0
4,5,10/12/17,MacDonald,cleared,MAC_CL,5,D,closed,0,0,0,10,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,1,A,open,0,0,0,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,1,B,open,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,1,C,closed,0,0,0,4,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,1,D,closed,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,2,A,open,0,0,0,0,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,2,B,open,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,2,C,closed,0,1,1,2,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,2,D,closed,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,3,A,open,0,0,0,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,3,B,open,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,3,C,closed,0,1,1,8,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,3,D,closed,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,4,A,open,0,0,0,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,4,B,open,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,4,C,closed,0,2,2,2,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,4,D,closed,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,5,A,open,0,0,0,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,5,B,open,NA,NA,NA,NA,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,5,C,closed,0,0,0,3,,,,
4,5,10/12/17,MacDonald,white pine,MAC_WP,5,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,1,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,1,B,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,1,C,closed,0,0,0,6,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,1,D,closed,0,0,0,5,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,2,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,2,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,2,C,closed,0,0,0,12,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,2,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,3,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,6,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,3,C,closed,0,0,0,10,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,6,C,closed,0,0,0,12,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,4,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,4,B,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,4,C,closed,0,0,0,22,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,4,D,closed,0,0,0,17,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,5,A,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,5,B,open,0,0,0,NA,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,5,C,closed,0,0,0,18,,,,
5,6,11/9/17,Horti Farm,cleared,HF_CL,5,D,closed,0,0,0,30,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,1,A,open,0,0,0,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,1,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,1,C,closed,0,0,0,1,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,1,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,2,A,open,0,0,0,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,2,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,2,C,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,2,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,3,A,open,0,0,0,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,3,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,3,C,closed,0,0,0,5,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,3,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,4,A,open,0,0,0,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,4,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,4,C,closed,0,0,0,4,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,4,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,5,A,open,0,0,0,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,5,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,5,C,closed,0,0,0,2,,,,
5,6,11/9/17,College Woods,mixed,CW_MX,5,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,1,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,1,B,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,1,C,closed,1,2,3,28,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,1,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,2,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,2,B,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,2,C,closed,0,0,0,12,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,2,D,closed,0,0,0,7,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,3,A,open,0,1,1,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,3,B,open,1,0,1,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,3,C,closed,1,2,3,25,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,3,D,closed,0,0,0,38,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,4,A,open,0,1,1,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,4,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,4,C,closed,0,4,4,22,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,4,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,5,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,5,B,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,5,C,closed,0,1,1,12,,,,
5,6,11/9/17,MacDonald,cleared,MAC_CL,5,D,closed,0,0,0,12,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,1,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,1,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,1,C,closed,0,0,0,3,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,1,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,2,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,2,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,2,C,closed,0,0,0,2,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,2,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,3,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,3,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,3,C,closed,0,0,0,11,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,3,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,4,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,4,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,4,C,closed,0,0,0,3,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,4,D,closed,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,5,A,open,0,0,0,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,5,B,open,NA,NA,NA,NA,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,5,C,closed,0,0,0,3,,,,
5,6,11/9/17,MacDonald,white pine,MAC_WP,5,D,closed,NA,NA,NA,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,1,A,open,0,1,1,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,1,B,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,1,C,closed,1,0,1,23,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,1,D,closed,NA,NA,NA,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,2,A,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,2,B,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,2,C,closed,0,0,0,9,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,2,D,closed,0,0,0,5,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,3,A,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,3,B,open,0,1,1,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,3,C,closed,0,1,1,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,3,D,closed,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,4,A,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,4,B,open,NA,NA,NA,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,4,C,closed,0,3,3,22,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,4,D,closed,NA,NA,NA,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,5,A,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,5,B,open,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,5,C,closed,0,0,0,NA,,,,
6,7,11/22/17,MacDonald,cleared,MAC_CL,5,D,closed,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,1,A,open,0,1,1,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,1,B,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,1,C,closed,0,0,0,41,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,1,D,closed,NA,NA,NA,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,2,A,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,2,B,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,2,C,closed,0,0,0,13,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,2,D,closed,0,0,0,6,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,3,A,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,3,B,open,0,1,1,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,3,C,closed,0,1,1,52,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,3,D,closed,0,0,0,56,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,4,A,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,4,B,open,NA,NA,NA,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,4,C,closed,0,3,3,33,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,4,D,closed,NA,NA,NA,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,5,A,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,5,B,open,0,0,0,NA,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,5,C,closed,0,0,0,11,,,,
7,8,12/7/17,MacDonald,cleared,MAC_CL,5,D,closed,0,0,0,20,,,,
