x,y,x_y,Opn,Oth,Dec,Evg,WP,Mxd,lon,lat,inbd,id,id.in,in.UNH,Property,id.full,id.in.full
50,29,50_29,0.128098291,0.032448335,0.213756928,0.025916321,0.08207383,0.517706299,849000,4791000,TRUE,160,160,FALSE,NA,1786,1301
51,29,51_29,0.231199913,0.037263626,0.13342117,0.025479874,0.063317912,0.509317529,852000,4791000,TRUE,161,161,FALSE,NA,1787,1302
29,30,29_30,0.123517209,0.115185149,0.509811512,0.015968471,0.046068019,0.189449649,786000,4788000,TRUE,162,162,FALSE,NA,1827,1328
30,30,30_30,0.038639738,0.02431332,0.343050021,0.080718382,0.216600009,0.296678534,789000,4788000,TRUE,163,163,FALSE,NA,1828,1329
31,30,31_30,0.159301158,0.149714418,0.165474022,0.037211949,0.375456004,0.112842436,792000,4788000,TRUE,164,164,FALSE,NA,1829,1330
32,30,32_30,0.110178425,0.132985172,0.258423719,0.014749509,0.063864654,0.419798516,795000,4788000,TRUE,165,165,FALSE,NA,1830,1331
33,30,33_30,0.028185831,0.025218122,0.403557049,0.016331298,0.044856533,0.481851164,798000,4788000,TRUE,166,166,FALSE,NA,1831,1332
34,30,34_30,0.070584709,0.10487347,0.221915645,0.024617391,0.050379519,0.52762927,801000,4788000,TRUE,167,167,FALSE,NA,1832,1333
35,30,35_30,0.101327757,0.079270374,0.117347241,0.015051062,0.088594101,0.598409464,804000,4788000,TRUE,168,168,FALSE,NA,1833,1334
36,30,36_30,0.085656921,0.0538118,0.242283505,0.018646893,0.067168491,0.532432374,807000,4788000,TRUE,169,169,TRUE,Saddleback Mountain,1834,1335
37,30,37_30,0.068512069,0.119902513,0.180389576,0.01393817,0.047377003,0.569880673,810000,4788000,TRUE,170,170,FALSE,NA,1835,1336
38,30,38_30,0.093183827,0.129919219,0.084785788,0.031381422,0.128028841,0.532700913,813000,4788000,TRUE,171,171,FALSE,NA,1836,1337
39,30,39_30,0.128163316,0.083168074,0.186234885,0.009861423,0.03273149,0.559840813,816000,4788000,TRUE,172,172,FALSE,NA,1837,1338
40,30,40_30,0.120211812,0.148736679,0.098086682,0.020620851,0.052523795,0.559820192,819000,4788000,TRUE,173,173,FALSE,NA,1838,1339
41,30,41_30,0.169266915,0.086841987,0.254577418,0.001396538,0.04630086,0.441616268,822000,4788000,TRUE,174,174,FALSE,NA,1839,1340
42,30,42_30,0.173381499,0.157675499,0.104514437,0.017212688,0.138906027,0.408309855,825000,4788000,TRUE,175,175,FALSE,NA,1840,1341
43,30,43_30,0.20666894,0.155856744,0.106500149,0.014996806,0.105842399,0.410134985,828000,4788000,TRUE,176,176,TRUE,Kingman Farm,1841,1342
44,30,44_30,0.265021012,0.173283917,0.109617474,0.018392619,0.112122784,0.321562179,831000,4788000,TRUE,177,177,TRUE,Kingman Farm,1842,1343
45,30,45_30,0.433702375,0.167403311,0.108719922,0.002667311,0.028633121,0.258873965,834000,4788000,TRUE,178,178,FALSE,NA,1843,1344
46,30,46_30,0.270571276,0.355564703,0.085883097,4.7e-4,0.070764871,0.216746168,837000,4788000,TRUE,179,179,FALSE,NA,1844,1345
47,30,47_30,0.312739681,0.180012513,0.054379614,0.008079104,0.044849169,0.399939926,840000,4788000,TRUE,180,180,FALSE,NA,1845,1346
48,30,48_30,0.255472866,0.134177149,0.084946314,0.018451583,0.085859615,0.421092455,843000,4788000,TRUE,181,181,FALSE,NA,1846,1347
49,30,49_30,0.233831621,0.234376973,0.008071092,0.017568543,0.168159943,0.337991835,846000,4788000,TRUE,182,182,FALSE,NA,1847,1348
50,30,50_30,0.328488683,0.305044005,0.052811953,0.014144355,0.081636244,0.217874739,849000,4788000,TRUE,183,183,FALSE,NA,1848,1349
51,30,51_30,0.390444112,0.222681215,0.075581798,0.021052931,0.051322566,0.238917378,852000,4788000,TRUE,184,184,FALSE,NA,1849,1350
